name,total_citation,gen_citation,com_citation,copious_citation,self_citation,NGC,NGC(Archana),NCC,NCC(Archana),OC,OC(Archana),institute,domain,hindex,N-H-index(Archana),i10,N- i10(Archana)
A9010,552,203,89,178,9,1,0.632246,1,0.838768,0.8678,0.983696,University of Georgia ,Artificial Intelligence,19,0.633333333,22,0.733333333
A9011,304,1,130,116,54,1,0.996711,0.5724,0.572368,1,0.822368,Cornell University,Wireless and Sensor Systems,11,0.366666667,12,0.4
A9012,430,266,91,15,26,0.3814,0.381395,1,0.788372,1,0.939535,University of Oxford,Computer Architecture,18,0.6,19,0.633333333
A9013,917,52,477,80,132,1,0.943293,0.4798,0.479826,0.8081,0.856052,Massachusetts Institute of Technology,Systems and Networking,17,0.566666667,18,0.6
A9014,890,154,357,316,55,1,0.826966,0.5989,0.598876,1,0.938202,University of Oxford,Human Computer Interaction,26,0.866666667,26,0.866666667
A9015,67,58,6,0,0,0.1343,0.134328,1,0.910448,1,1,The University of Chicago,Molecular Information Systems,7,0.233333333,1,0.033333333
A9016,811,276,410,111,5,1,0.659679,0.4945,0.494451,1,0.993835,Aarhus University,Artificial Intelligence,26,0.866666667,26,0.866666667
A9017,981,771,32,66,46,0.2141,0.214067,1,0.96738,1,0.953109,University of Pittsburgh  ,Data Management and Visualization,27,0.9,29,0.966666667
A9018,740,561,178,0,0,0.2419,0.241892,0.7595,0.759459,1,1,University of Massachusetts Amhers ,Human Computer Interaction,26,0.866666667,26,0.866666667
A9019,810,706,35,24,42,0.1284,0.128395,1,0.95679,1,0.948148,Washington University in St. Louis,Artificial Intelligence,22,0.733333333,23,0.766666667
A902,533,376,94,28,7,0.2946,0.294559,1,0.82364,1,0.986867,University of Pittsburgh  ,Computational & Synthetic Biology,13,0.433333333,21,0.7
A9020,953,278,377,36,7,1,0.70829,0.6044,0.604407,0.7324,0.992655,University of Oxford,Wireless and Sensor Systems,28,0.933333333,29,0.966666667
A9021,913,154,159,137,444,1,0.831325,1,0.825849,1,0.513691,Massachusetts Institute of Technology ,Natural Language Processing,25,0.833333333,26,0.866666667
A9022,527,47,214,109,101,1,0.910816,0.5939,0.593928,0.8937,0.808349,Cornell University,Computer Architecture,19,0.633333333,21,0.7
A9023,482,128,23,108,85,1,0.73444,1,0.952282,0.7137,0.823651,Pontificia Universidad Catlica de Chile,Data Science,10,0.333333333,9,0.3
A9024,418,92,270,21,9,1,0.779904,0.3541,0.354067,1,0.978469,Washington University in St. Louis,Natural Language Processing,10,0.333333333,5,0.166666667
A9025,407,196,160,16,33,1,0.518428,0.6069,0.60688,1,0.918919,University of Toronto,Ubiquitous Computing,11,0.366666667,19,0.633333333
A9026,318,243,53,17,1,0.2358,0.235849,1,0.833333,1,0.996855,University of Auckland,Systems and Networking,8,0.266666667,5,0.166666667
A9027,666,141,390,65,11,1,0.788288,0.4144,0.414414,0.9114,0.983483,Washington University in St. Louis  ,Human Computer Interaction,20,0.666666667,22,0.733333333
A9028,549,306,135,56,38,0.4426,0.442623,0.7541,0.754098,1,0.930783,University of Massachusetts Amhers ,Theory of Computation,17,0.566666667,22,0.733333333
A9029,264,40,70,50,19,1,0.848485,0.7348,0.734848,0.678,0.92803,University of Auckland,Data Science,10,0.333333333,8,0.266666667
A903,768,649,73,14,31,0.1549,0.154948,1,0.904948,1,0.959635,The University of Chicago,Molecular Information Systems,13,0.433333333,14,0.466666667
A9030,667,434,58,58,66,0.3493,0.349325,1,0.913043,0.9235,0.901049,University of Rochester,Programming Languages and Software Engineering,18,0.6,22,0.733333333
A9031,517,255,139,74,42,1,0.50677,0.7311,0.731141,1,0.918762,University of Massachusetts Amhers ,Wireless and Sensor Systems,15,0.5,21,0.7
A9032,586,106,462,2,14,1,0.819113,0.2116,0.211604,1,0.976109,University Aix-Marseille,Natural Language Processing,17,0.566666667,22,0.733333333
A9033,576,62,20,249,52,1,0.892361,1,0.965278,0.6649,0.909722,"University of California, Berkeley  ",Computer Architecture,14,0.466666667,17,0.566666667
A9034,736,704,1,3,22,0.0435,0.043478,1,0.998641,1,0.970109,Vrije Universiteit Amsterdam ,Molecular Information Systems,20,0.666666667,22,0.733333333
A9035,444,101,167,72,44,1,0.772523,0.6239,0.623874,0.8649,0.900901,Massachusetts Institute of Technology ,Ubiquitous Computing,20,0.666666667,20,0.666666667
A9036,383,77,184,66,2,1,0.798956,0.5196,0.519582,0.859,0.994778,Washington University in St. Louis,Computational & Synthetic Biology,17,0.566666667,17,0.566666667
A9037,789,460,125,96,0,0.417,0.416984,1,0.841572,0.8631,1,Pontificia Universidad Catlica de Chile,Data Science,23,0.766666667,23,0.766666667
A9038,390,314,54,2,6,0.1949,0.194872,1,0.861538,1,0.984615,Wesleyan University,Data Science,12,0.4,14,0.466666667
A9039,197,106,85,5,0,0.4619,0.461929,0.5685,0.568528,1,1,Northwestern University,Ubiquitous Computing,8,0.266666667,4,0.133333333
A904,309,186,116,2,2,0.3981,0.398058,0.6246,0.624595,1,0.993528,University of Washington,Human Computer Interaction,13,0.433333333,16,0.533333333
A9040,515,430,20,0,16,0.165,0.165049,1,0.961165,0.9049,0.968932,Flinders University of South Australia,Systems and Networking,20,0.666666667,21,0.7
A9041,130,113,9,1,4,0.1308,0.130769,1,0.930769,1,0.969231,"University of California, Los Angeles",Molecular Information Systems,9,0.3,1,0.033333333
A9042,154,126,1,10,3,0.1818,0.181818,1,0.993506,0.9091,0.980519,The George Washington University,Molecular Information Systems,9,0.3,3,0.1
A9043,910,217,419,183,79,1,0.761538,0.5396,0.53956,1,0.913187,The George Washington University,Computer Architecture,16,0.533333333,24,0.8
A9044,595,320,138,98,28,0.4622,0.462185,1,0.768067,1,0.952941,Massachusetts Institute of Technology,Computer Architecture,14,0.466666667,18,0.6
A9045,351,241,36,4,8,0.3134,0.31339,1,0.897436,0.8234,0.977208,University of New Brunswick,Data Management and Visualization,12,0.4,13,0.433333333
A9046,957,628,81,151,68,0.3438,0.343783,1,0.915361,1,0.928945,Aarhus University,Security and Privacy,26,0.866666667,27,0.9
A9047,696,156,331,106,5,1,0.775862,0.5244,0.524425,0.8592,0.992816,University of Notre Dame,Computer Architecture,24,0.8,25,0.833333333
A9048,164,147,14,1,1,0.1037,0.103659,1,0.914634,1,0.993902,Boston University Graduate School,Computing for Development,7,0.233333333,5,0.166666667
A9049,9,8,0,0,0,0.1111,0.111111,1,1,0.8889,1,Massachusetts Institute of Technology,Computing for Development,1,0.033333333,0,0
A905,953,199,720,32,0,1,0.791186,0.2445,0.244491,1,1, The University of Chicago,Natural Language Processing,15,0.5,20,0.666666667
A9050,633,270,63,117,114,1,0.57346,1,0.900474,0.891,0.819905,University of Arizona,Wireless and Sensor Systems,24,0.8,24,0.8
A9051,643,589,19,1,32,0.084,0.083981,1,0.970451,1,0.950233,University of Iowa,Theory of Computation,17,0.566666667,22,0.733333333
A9052,705,182,367,104,12,1,0.741844,0.4794,0.479433,1,0.982979,University of Arizona,Security and Privacy,25,0.833333333,25,0.833333333
A9053,91,21,17,15,6,1,0.769231,1,0.813187,0.6484,0.934066,Wesleyan University,Human Computer Interaction,4,0.133333333,0,0
A9054,264,17,180,48,10,1,0.935606,0.3182,0.318182,1,0.962121,University of Auckland,Programming Languages and Software Engineering,9,0.3,0,0
A9055,716,262,288,59,90,1,0.634078,0.5978,0.597765,1,0.874302,University of Washington,Systems and Networking,22,0.733333333,24,0.8
A9056,514,124,41,40,38,1,0.758755,1,0.920233,0.4728,0.92607,University of Arizona,Computing for Development,18,0.6,20,0.666666667
A9057,445,102,243,7,53,1,0.770787,0.4539,0.453933,0.9101,0.880899,Washington University in St. Louis  ,Ubiquitous Computing,11,0.366666667,17,0.566666667
A9058,933,741,70,85,28,0.2058,0.205788,1,0.924973,1,0.969989,Cornell University,Computing for Development,27,0.9,28,0.933333333
A9059,766,643,65,37,8,0.1606,0.160574,1,0.915144,1,0.989556,Washington University in St. Louis,Artificial Intelligence,13,0.433333333,16,0.533333333
A906,769,761,4,2,0,0.0104,0.010403,1,0.994798,1,1, The University of Chicago,Computational & Synthetic Biology,15,0.5,21,0.7
A9060,182,82,66,11,14,1,0.549451,0.6374,0.637363,1,0.923077,"University of California, Berkeley",Programming Languages and Software Engineering,11,0.366666667,12,0.4
A9061,709,180,353,136,8,1,0.746121,0.5021,0.502116,1,0.988717,Northwestern University,Natural Language Processing,16,0.533333333,21,0.7
A9062,753,29,392,30,135,1,0.961487,0.4794,0.479416,0.7782,0.820717,"University of California, Irvine ",Computational & Synthetic Biology,18,0.6,21,0.7
A9063,71,48,1,14,0,0.3239,0.323944,1,0.985915,0.8873,1,"University of California, Berkeley",Computational & Synthetic Biology,6,0.2,4,0.133333333
A9064,241,109,81,26,4,1,0.547718,0.6639,0.6639,0.9129,0.983402,"University of California, San Diego",Wireless and Sensor Systems,12,0.4,12,0.4
A9065,823,135,282,266,103,1,0.835966,0.6574,0.657351,1,0.874848,The George Washington University,"Computer Graphics, Vision, Animation, and Game Science",26,0.866666667,27,0.9
A9066,169,93,69,6,0,0.4497,0.449704,0.5917,0.591716,1,1, The University of Chicago,Machine Learning,11,0.366666667,11,0.366666667
A9067,410,389,19,0,1,0.0512,0.05122,1,0.953659,1,0.997561,University of Rochester,Data Science,14,0.466666667,14,0.466666667
A9068,584,218,346,4,2,1,0.626712,0.4075,0.407534,1,0.996575,University of Toronto,Wireless and Sensor Systems,19,0.633333333,23,0.766666667
A9069,95,56,35,1,0,0.4105,0.410526,0.6316,0.631579,1,1,"University of California, Berkeley",Data Science,4,0.133333333,0,0
A907,13,4,0,1,2,1,0.692308,1,1,0.5385,0.846154,University of Rochester,Security and Privacy,1,0.033333333,0,0
A9070,296,77,187,13,12,1,0.739865,0.3682,0.368243,1,0.959459,Oregon State University,Wireless and Sensor Systems,12,0.4,16,0.533333333
A9071,498,222,142,14,94,1,0.554217,0.7149,0.714859,1,0.811245,University of Washington,Theory of Computation,12,0.4,14,0.466666667
A9072,925,830,82,8,3,0.1027,0.102703,1,0.911351,1,0.996757,"University of California, San Diego",Programming Languages and Software Engineering,26,0.866666667,26,0.866666667
A9073,373,254,63,29,11,0.319,0.319035,1,0.831099,1,0.970509,"University of California, Irvine ",Natural Language Processing,11,0.366666667,17,0.566666667
A9074,562,528,19,12,1,0.0605,0.060498,1,0.966192,1,0.998221,Massachusetts Institute of Technology,Artificial Intelligence,15,0.5,20,0.666666667
A9075,343,276,64,0,2,0.1953,0.195335,1,0.813411,1,0.994169,University of Massachusetts Amhers ,Molecular Information Systems,15,0.5,15,0.5
A9076,340,20,161,95,26,1,0.941176,0.5265,0.526471,0.8882,0.923529,"University of California, Irvine ",Security and Privacy,11,0.366666667,16,0.533333333
A9077,978,236,356,108,81,1,0.758691,0.636,0.635992,0.7986,0.917178,Oregon State University,Theory of Computation,25,0.833333333,25,0.833333333
A9078,824,410,93,166,92,0.5024,0.502427,1,0.887136,1,0.88835,Washington University in St. Louis  ,Data Science,27,0.9,27,0.9
A9079,312,6,118,117,1,1,0.980769,0.6218,0.621795,0.7756,0.996795,University Aix-Marseille,Security and Privacy,14,0.466666667,15,0.5
A908,539,269,135,48,37,0.5009,0.500928,1,0.749536,0.9072,0.931354,Aarhus University,Data Science,21,0.7,21,0.7
A9080,951,115,712,3,19,1,0.879075,0.2513,0.251314,0.8927,0.980021,University of Arizona,Programming Languages and Software Engineering,25,0.833333333,27,0.9
A9081,799,317,194,53,74,1,0.603254,1,0.757196,0.7985,0.907384,Flinders University of South Australia,Artificial Intelligence,21,0.7,24,0.8
A9082,865,573,169,6,57,0.3376,0.337572,1,0.804624,1,0.934104,University of Pittsburgh  ,Data Science,28,0.933333333,28,0.933333333
A9083,535,340,191,3,0,0.3645,0.364486,0.643,0.642991,1,1,"University of California, Los Angeles",Machine Learning,16,0.533333333,16,0.533333333
A9084,677,206,364,105,0,1,0.695716,0.4623,0.462334,1,1,Pontificia Universidad Catlica de Chile,Human Computer Interaction,15,0.5,15,0.5
A9085,626,239,206,82,51,1,0.618211,0.6709,0.670927,0.9233,0.91853, The University of Chicago,Programming Languages and Software Engineering,18,0.6,20,0.666666667
A9086,987,802,166,7,3,0.1874,0.187437,1,0.831814,1,0.99696,The George Washington University,"Computer Graphics, Vision, Animation, and Game Science",21,0.7,28,0.933333333
A9087,91,85,5,0,0,0.0659,0.065934,1,0.945055,1,1,University of Auckland,Artificial Intelligence,4,0.133333333,3,0.1
A9088,281,218,34,8,19,0.2242,0.224199,1,0.879004,1,0.932384,University of Massachusetts Amhers ,Programming Languages and Software Engineering,13,0.433333333,15,0.5
A9089,873,179,653,38,2,1,0.79496,0.252,0.252005,1,0.997709,Indiana University,Security and Privacy,23,0.766666667,24,0.8
A909,682,93,497,30,9,1,0.863636,0.2713,0.271261,0.9223,0.986804,"University of California, Berkeley  ",Data Management and Visualization,25,0.833333333,25,0.833333333
A9090,162,160,0,0,1,0.0123,0.012346,1,1,1,0.993827,Washington University in St. Louis,Computing for Development,8,0.266666667,6,0.2
A9091,157,104,26,19,3,0.3376,0.33758,1,0.834395,1,0.980892,University Aix-Marseille,Ubiquitous Computing,11,0.366666667,11,0.366666667
A9092,389,148,198,19,14,1,0.619537,0.491,0.491003,1,0.96401,Massachusetts Institute of Technology,Human Computer Interaction,18,0.6,18,0.6
A9093,412,271,130,4,1,0.3422,0.342233,0.6845,0.684466,1,0.997573,Vrije Universiteit Amsterdam ,Data Management and Visualization,15,0.5,17,0.566666667
A9094,253,29,153,46,14,1,0.885375,0.3953,0.395257,1,0.944664,University of Oxford,Computational & Synthetic Biology,8,0.266666667,0,0
A9095,572,378,97,46,40,0.3392,0.339161,1,0.83042,1,0.93007,University of Massachusetts Amhers ,Systems and Networking,21,0.7,21,0.7
A9096,368,284,9,71,3,0.2283,0.228261,1,0.975543,1,0.991848,"University of California, Irvine ",Human Computer Interaction,11,0.366666667,15,0.5
A9097,988,143,301,328,43,1,0.855263,0.6953,0.695344,0.8249,0.956478,Northwestern University,Ubiquitous Computing,21,0.7,23,0.766666667
A9098,181,38,17,92,26,1,0.790055,1,0.906077,1,0.856354,University of Oxford,Artificial Intelligence,9,0.3,8,0.266666667
A9099,97,67,20,4,1,0.3093,0.309278,1,0.793814,1,0.989691,Massachusetts Institute of Technology,Computing for Development,7,0.233333333,2,0.066666667
A91,797,317,68,255,52,1,0.602258,1,0.91468,0.8683,0.934755,University of Iowa,"Computer Graphics, Vision, Animation, and Game Science",16,0.533333333,24,0.8
A910,670,306,208,143,2,1,0.543284,0.6896,0.689552,1,0.997015,Pontificia Universidad Catlica de Chile,Natural Language Processing,15,0.5,19,0.633333333
A9100,916,826,68,6,5,0.0983,0.098253,1,0.925764,1,0.994541,University of Arizona,"Computer Graphics, Vision, Animation, and Game Science",15,0.5,24,0.8
A9101,743,41,549,61,11,1,0.944818,0.2611,0.261104,0.891,0.985195,"University of California, Berkeley  ",Human Computer Interaction,22,0.733333333,25,0.833333333
A9102,508,424,72,7,3,0.1654,0.165354,1,0.858268,1,0.994094,"University of California, San Diego",Theory of Computation,18,0.6,18,0.6
A9103,74,52,21,0,0,0.2973,0.297297,0.7162,0.716216,1,1,Washington University in St. Louis  ,Data Management and Visualization,5,0.166666667,0,0
A9104,969,247,636,25,44,1,0.745098,0.3437,0.343653,1,0.954592,Washington University in St. Louis,Artificial Intelligence,26,0.866666667,27,0.9
A9105,101,77,11,5,4,0.2376,0.237624,1,0.891089,1,0.960396,Pontificia Universidad Catlica de Chile,Theory of Computation,5,0.166666667,3,0.1
A9106,618,261,262,54,3,1,0.57767,0.5761,0.576052,1,0.995146,The University of Chicago,Systems and Networking,16,0.533333333,16,0.533333333
A9107,939,460,145,326,6,1,0.510117,1,0.84558,1,0.99361,Pontificia Universidad Catlica de Chile,Computer Architecture,29,0.966666667,29,0.966666667
A9108,642,489,120,9,1,0.2383,0.238318,1,0.813084,1,0.998442,University of Rochester,Systems and Networking,20,0.666666667,23,0.766666667
A9109,58,49,1,0,5,0.1552,0.155172,1,0.982759,1,0.913793,"University of California, Los Angeles","Computer Graphics, Vision, Animation, and Game Science",5,0.166666667,4,0.133333333
A911,688,68,528,86,0,1,0.901163,0.2326,0.232558,1,1,The University of Chicago,Programming Languages and Software Engineering,13,0.433333333,24,0.8
A9110,980,156,270,232,211,1,0.840816,0.7245,0.72449,0.8867,0.784694,"University of California, San Diego",Molecular Information Systems,18,0.6,30,1
A9111,752,8,610,49,31,1,0.989362,0.1888,0.18883,1,0.958777, The University of Chicago,Natural Language Processing,14,0.466666667,25,0.833333333
A9112,374,368,5,0,0,0.016,0.016043,1,0.986631,1,1,"University of California, San Diego",Natural Language Processing,10,0.333333333,6,0.2
A9113,49,12,8,18,3,1,0.755102,1,0.836735,0.8367,0.938776,Rijksuniversiteit Groningen,Computing for Development,3,0.1,0,0
A9114,417,196,118,72,2,1,0.529976,0.717,0.717026,0.9305,0.995204,University of Rochester,Theory of Computation,17,0.566666667,18,0.6
A9115,969,653,153,87,48,0.3261,0.326109,1,0.842105,1,0.950464,University of New Brunswick,Systems and Networking,29,0.966666667,30,1
A9116,981,326,141,465,30,1,0.667686,1,0.856269,1,0.969419,"University of California, Irvine ",Programming Languages and Software Engineering,23,0.766666667,29,0.966666667
A9117,185,87,93,4,0,1,0.52973,0.4973,0.497297,1,1," University of California, Berkeley",Artificial Intelligence,11,0.366666667,12,0.4
A9118,572,141,331,16,41,1,0.753497,0.4213,0.421329,0.9248,0.928322,Washington University in St. Louis  ,Security and Privacy,13,0.433333333,16,0.533333333
A9119,125,121,3,0,0,0.032,0.032,1,0.976,1,1,The University of Chicago,Programming Languages and Software Engineering,10,0.333333333,6,0.2
A912,214,117,84,2,1,0.4533,0.453271,0.6075,0.607477,1,0.995327,University Aix-Marseille,Natural Language Processing,7,0.233333333,2,0.066666667
A9120,831,359,316,75,65,1,0.56799,0.6197,0.619735,1,0.921781,"University of California, Berkeley  ",Computational & Synthetic Biology,18,0.6,26,0.866666667
A9121,918,120,6,439,278,1,0.869281,1,0.993464,0.9183,0.697168,Cornell University,Computational & Synthetic Biology,24,0.8,28,0.933333333
A9122,70,43,4,10,1,0.3857,0.385714,1,0.942857,0.8286,0.985714,"University of California, Berkeley",Human Computer Interaction,7,0.233333333,5,0.166666667
